PROCESSDATA	RHT.7050-342_FIC60101 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-07-01 21:55:00	751
tagname	LYCDU.RHT.7050-342_FIC60101.MV	LYCDU.RHT.7050-342_FIC60101.PV	LYCDU.RHT.7050-342_FIC60101.SV	LYCDU.RHT.7050-342_FIC60101.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	D-601汽包给水流量控制_OP	D-601汽包给水流量控制_PV	D-601汽包给水流量控制_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=10.356255	fsMin=0	fsGridNum=10	fdMax=10.356255tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-07-01 22:10:50	15.46714	2.418295	2.448775	1	0	0	0	0
2024-07-01 22:11:00	15.46714	2.415591	2.439525	1	0	0	0	0
2024-07-01 22:11:10	15.46714	2.416775	2.432425	1	0	0	0	0
2024-07-01 22:11:20	15.46714	2.418463	2.438192	1	0	0	0	0
2024-07-01 22:11:30	15.46714	2.419308	2.436127	1	0	0	0	0
2024-07-01 22:11:40	15.46714	2.419308	2.426228	1	0	0	0	0
2024-07-01 22:11:50	15.38254	2.415252	2.403212	1	0	0	0	0
2024-07-01 22:12:00	15.34024	2.412208	2.40707	1	0	0	0	0
2024-07-01 22:12:10	15.34024	2.410176	2.437802	1	0	0	0	0
2024-07-01 22:12:20	15.34024	2.410176	2.437802	1	0	0	0	0
2024-07-01 22:12:30	15.34024	2.407463	2.409583	1	0	0	0	0
2024-07-01 22:12:40	15.26192	2.408651	2.411742	1	0	0	0	0
2024-07-01 22:12:50	15.18777	2.407973	2.393766	1	0	0	0	0
2024-07-01 22:13:00	15.15069	2.406106	2.387087	1	0	0	0	0
2024-07-01 22:13:10	15.15069	2.40305	2.391704	1	0	0	0	0
2024-07-01 22:13:20	15.0253	2.399307	2.366576	1	0	0	0	0
2024-07-01 22:13:30	15.0253	2.399307	2.366576	1	0	0	0	0
2024-07-01 22:13:40	14.91408	2.394365	2.3458	1	0	0	0	0
2024-07-01 22:13:50	14.76294	2.387537	2.321644	1	0	0	0	0
2024-07-01 22:14:00	14.73589	2.383595	2.325258	1	0	0	0	0
2024-07-01 22:14:10	14.73589	2.376394	2.340219	1	0	0	0	0
