PROCESSDATA	2111PIC10201 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-09-02 21:55:00	751
tagname	2111PIC10201.MV	2111PIC10201.PV	2111PIC10201.SV	2111PIC10201.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	D102_OP	D102_PV	D102_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=6.827735499999989	fsMin=0	fsGridNum=10	fdMax=6.827735499999989tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-09-02 21:55:00	391.1989063529412	1.2217496494117648	1.22507036	1	0	0	0	0
2024-09-02 21:55:10	392.198822	1.22658284	1.22507036	1	0	0	0	0
2024-09-02 21:55:20	391.3846804897959	1.2201103663265307	1.22507036	1	0	0	0	0
2024-09-02 21:55:30	390.74739872	1.2178890826	1.22507036	1	0	0	0	0
2024-09-02 21:55:40	391.2011228	1.223920296	1.22507036	1	0	0	0	0
2024-09-02 21:55:50	392.667816	1.2263599644	1.22507036	1	0	0	0	0
2024-09-02 21:56:00	391.11286486	1.218569833	1.22507036	1	0	0	0	0
2024-09-02 21:56:10	391.09349399999996	1.2217076327999998	1.22507036	1	0	0	0	0
2024-09-02 21:56:20	391.85959836	1.2251903788	1.22507036	1	0	0	0	0
2024-09-02 21:56:30	392.22995	1.2249480752941178	1.22507036	1	0	0	0	0
2024-09-02 21:56:40	392.13474846	1.2248859456	1.22507036	1	0	0	0	0
2024-09-02 21:56:50	392.47364	1.2259887664	1.22507036	1	0	0	0	0
2024-09-02 21:57:00	392.02723	1.2224149720000002	1.22507036	1	0	0	0	0
2024-09-02 21:57:10	392.1926	1.2269966886	1.22507036	1	0	0	0	0
2024-09-02 21:57:20	392.24876028	1.2249064024	1.22507036	1	0	0	0	0
2024-09-02 21:57:30	391.26309375510203	1.2196206040816326	1.22507036	1	0	0	0	0
2024-09-02 21:57:40	391.1620484	1.2223795899999998	1.22507036	1	0	0	0	0
2024-09-02 21:57:50	391.7973	1.222096151764706	1.22507036	1	0	0	0	0
2024-09-02 21:58:00	391.49141354	1.2217470128	1.22507036	1	0	0	0	0
2024-09-02 21:58:10	391.96922354	1.2259254088	1.22507036	1	0	0	0	0
2024-09-02 21:58:20	391.7854796	1.2213051320000001	1.22507036	1	0	0	0	0
2024-09-02 21:58:30	390.7641	1.2183673346938775	1.22507036	1	0	0	0	0
2024-09-02 21:58:40	392.07362356	1.2260986094	1.22507036	1	0	0	0	0
2024-09-02 21:58:50	392.593089	1.2266670398	1.22507036	1	0	0	0	0
2024-09-02 21:59:00	392.13766670588234	1.2227841605882355	1.22507036	1	0	0	0	0
2024-09-02 21:59:10	391.205627	1.2230031558	1.22507036	1	0	0	0	0
2024-09-02 21:59:20	392.65734994	1.2285947106000001	1.22507036	1	0	0	0	0
2024-09-02 21:59:30	392.41161625999996	1.2243459774	1.22507036	1	0	0	0	0
2024-09-02 21:59:40	391.4708180588235	1.2228621417647059	1.22507036	1	0	0	0	0
2024-09-02 21:59:50	392.517242	1.227608605882353	1.22507036	1	0	0	0	0
2024-09-02 22:00:00	391.98886944	1.2231972992	1.22507036	1	0	0	0	0
2024-09-02 22:00:10	391.32914614	1.2212910000000001	1.22507036	1	0	0	0	0
2024-09-02 22:00:20	391.5182454	1.2254704906	1.22507036	1	0	0	0	0
2024-09-02 22:00:30	392.640228	1.2249126046	1.22507036	1	0	0	0	0
2024-09-02 22:00:40	391.62502470588237	1.2226441894117648	1.22507036	1	0	0	0	0
2024-09-02 22:00:50	392.11642304000003	1.226338687	1.22507036	1	0	0	0	0
2024-09-02 22:01:00	392.2905668	1.2236731148	1.22507036	1	0	0	0	0
2024-09-02 22:01:10	390.968384	1.2216887528	1.22507036	1	0	0	0	0
2024-09-02 22:01:20	392.2492051176471	1.2266236329411766	1.22507036	1	0	0	0	0
2024-09-02 22:01:30	392.94209092	1.2296098354	1.22507036	1	0	0	0	0
2024-09-02 22:01:40	393.07478291836736	1.2286816459183674	1.22507036	1	0	0	0	0
2024-09-02 22:01:50	392.6475	1.2272841248000002	1.22507036	1	0	0	0	0
2024-09-02 22:02:00	392.41617873999996	1.2265716638	1.22507036	1	0	0	0	0
2024-09-02 22:02:10	392.39564826000003	1.2258061242	1.22507036	1	0	0	0	0
2024-09-02 22:02:20	392.293465	1.22507976	1.22507036	1	0	0	0	0
2024-09-02 22:02:30	392.036133	1.224960423877551	1.22507036	1	0	0	0	0
2024-09-02 22:02:40	392.0940614	1.2249335799999999	1.22507036	1	0	0	0	0
2024-09-02 22:02:50	391.96461	1.2236223574	1.22507036	1	0	0	0	0
2024-09-02 22:03:00	391.5869280204082	1.2235419751020409	1.22507036	1	0	0	0	0
2024-09-02 22:03:10	391.5869280204082	1.2265582332	1.22507036	1	0	0	0	0
2024-09-02 22:03:20	391.9895182352941	1.224032294117647	1.22507036	1	0	0	0	0
2024-09-02 22:03:30	391.9895182352941	1.224032294117647	1.22507036	1	0	0	0	0
2024-09-02 22:03:40	391.33951387755104	1.2214559704081633	1.22507036	1	0	0	0	0
2024-09-02 22:03:50	391.94568158	1.2285036299999998	1.22507036	1	0	0	0	0
2024-09-02 22:04:00	393.101257	1.2284172394117647	1.22507036	1	0	0	0	0
2024-09-02 22:04:10	392.42452530612246	1.2263243175510203	1.22507036	1	0	0	0	0
2024-09-02 22:04:20	392.61458836	1.2280072986	1.22507036	1	0	0	0	0
2024-09-02 22:04:30	392.77426164	1.228448419	1.22507036	1	0	0	0	0
2024-09-02 22:04:40	392.558746	1.225112512	1.22507036	1	0	0	0	0
2024-09-02 22:04:50	392.2084921	1.2256855454	1.22507036	1	0	0	0	0
2024-09-02 22:05:00	392.22131	1.2247769918367346	1.22507036	1	0	0	0	0
2024-09-02 22:05:10	391.80013673469387	1.223291689387755	1.22507036	1	0	0	0	0
2024-09-02 22:05:20	391.948944	1.224654255	1.22507036	1	0	0	0	0
2024-09-02 22:05:30	392.24153182352944	1.2262122058823528	1.22507036	1	0	0	0	0
2024-09-02 22:05:40	391.9091888235294	1.222073414117647	1.22507036	1	0	0	0	0
2024-09-02 22:05:50	391.37648751999996	1.2223393364000001	1.22507036	1	0	0	0	0
2024-09-02 22:06:00	392.159943	1.2265825002	1.22507036	1	0	0	0	0
2024-09-02 22:06:10	391.7248269	1.2225188716	1.22507036	1	0	0	0	0
2024-09-02 22:06:20	391.8107445	1.2261947136	1.22507036	1	0	0	0	0
2024-09-02 22:06:30	392.68547058823526	1.229182884117647	1.22507036	1	0	0	0	0
2024-09-02 22:06:40	392.574921	1.2253465241176469	1.22507036	1	0	0	0	0
2024-09-02 22:06:50	391.95582034	1.2239049720000001	1.22507036	1	0	0	0	0
2024-09-02 22:07:00	392.70875551020407	1.2296620453061224	1.22507036	1	0	0	0	0
2024-09-02 22:07:10	393.04944367346934	1.227043106122449	1.22507036	1	0	0	0	0
2024-09-02 22:07:20	391.7962	1.2221672847058824	1.22507036	1	0	0	0	0
2024-09-02 22:07:30	392.25628997999996	1.2261686868000001	1.22507036	1	0	0	0	0
2024-09-02 22:07:40	392.84819648	1.2283747806	1.22507036	1	0	0	0	0
2024-09-02 22:07:50	392.2053507058824	1.2227330164705883	1.22507036	1	0	0	0	0
2024-09-02 22:08:00	391.355469	1.2206286304	1.22507036	1	0	0	0	0
2024-09-02 22:08:10	391.58890852	1.2228110612	1.22507036	1	0	0	0	0
2024-09-02 22:08:20	392.1873678163265	1.2262631967346938	1.22507036	1	0	0	0	0
2024-09-02 22:08:30	391.8918669	1.222889058	1.22507036	1	0	0	0	0
2024-09-02 22:08:40	391.885284	1.224668901	1.22507036	1	0	0	0	0
2024-09-02 22:08:50	392.8528217647059	1.2292476170588236	1.22507036	1	0	0	0	0
2024-09-02 22:09:00	393.0549828	1.228363274	1.22507036	1	0	0	0	0
2024-09-02 22:09:10	392.63169999999997	1.2253872860000001	1.22507036	1	0	0	0	0
2024-09-02 22:09:20	392.243958	1.2292407306	1.22507036	1	0	0	0	0
2024-09-02 22:09:30	393.30267054	1.2307041892	1.22507036	1	0	0	0	0
