PROCESSDATA	2111FIC40102C Data	yyyy-MM-dd HH:mm:ss
8	10	2024-11-09 21:55:00	751
tagname	2111FIC40102C.MV	2111FIC40102C.PV	2111FIC40102C.SV	2111FIC40102C.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	常底油进F401三路支管_OP	常底油进F401三路支管_PV	常底油进F401三路支管_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=1.0849690222334019	fsMin=0	fsGridNum=10	fdMax=1.0849690222334019tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-11-09 22:05:40	42.6508164825	101.2433975875	101.27347499999999	1	0	0	0	0
2024-11-09 22:05:50	42.74145818271605	101.17954319753088	101.53036651851852	1	0	0	0	0
2024-11-09 22:06:00	42.78152314074074	101.2204567037037	101.51987796296297	1	0	0	0	0
2024-11-09 22:06:10	42.60128310204082	101.58883193877551	101.174126	1	0	0	0	0
2024-11-09 22:06:20	42.680232971428566	101.32299785714285	101.23567542857143	1	0	0	0	0
2024-11-09 22:06:30	42.682123697560975	101.43413063414634	101.3404613902439	1	0	0	0	0
2024-11-09 22:06:40	42.77446697078652	100.91092386516854	101.13669542696628	1	0	0	0	0
2024-11-09 22:06:50	42.69457	101.396263	101.2193	1	0	0	0	0
2024-11-09 22:07:00	42.80219965505618	101.05629370786517	101.33331621348314	1	0	0	0	0
2024-11-09 22:07:10	42.70375028032787	101.18467040983606	100.8723927704918	1	0	0	0	0
2024-11-09 22:07:20	42.62983263571429	101.00717788571428	100.61989697142857	1	0	0	0	0
2024-11-09 22:07:30	42.57731547843137	101.14878735294118	100.785606	1	0	0	0	0
2024-11-09 22:07:40	42.72133754852941	100.79522194117648	101.10521507352942	1	0	0	0	0
2024-11-09 22:07:50	42.75382703703704	100.84782066666666	101.20149885185185	1	0	0	0	0
2024-11-09 22:08:00	42.66018423076923	101.33630015384615	101.16558930769231	1	0	0	0	0
2024-11-09 22:08:10	42.9338516	100.97166828	101.843704	1	0	0	0	0
2024-11-09 22:08:20	43.0241168852459	100.99702229508196	101.73658078688524	1	0	0	0	0
2024-11-09 22:08:30	42.938525523076926	101.51493819230768	101.67662390384615	1	0	0	0	0
2024-11-09 22:08:40	42.841588842307694	101.75643735897435	101.52970214102564	1	0	0	0	0
2024-11-09 22:08:50	42.837422622058824	101.5816565882353	101.47882289705882	1	0	0	0	0
2024-11-09 22:09:00	42.902454042253524	101.37195249295775	101.63857823943661	1	0	0	0	0
2024-11-09 22:09:10	42.8627472	101.717941	101.660355	1	0	0	0	0
2024-11-09 22:09:20	42.763124285714284	101.87217828571428	101.44193157142857	1	0	0	0	0
2024-11-09 22:09:30	42.813465350980394	101.35900462745097	101.266151	1	0	0	0	0
2024-11-09 22:09:40	42.64500362405063	101.94422349367088	101.27049625316455	1	0	0	0	0
2024-11-09 22:09:50	42.69363365652174	101.70506317391305	101.39348591304348	1	0	0	0	0
2024-11-09 22:10:00	42.8331561	101.23090625	101.5726555	1	0	0	0	0
2024-11-09 22:10:10	42.74869336	101.4428604	101.394188	1	0	0	0	0
2024-11-09 22:10:20	42.71267817142857	101.71597377142857	101.52041108571429	1	0	0	0	0
2024-11-09 22:10:30	42.632604509803926	101.58792025490196	101.209671	1	0	0	0	0
2024-11-09 22:10:40	42.661684912903226	101.58240577419355	101.29508985483871	1	0	0	0	0
2024-11-09 22:10:50	42.70006713114754	101.46738416393443	101.46595306557377	1	0	0	0	0
2024-11-09 22:11:00	42.64384811898734	101.62781149367089	101.452087	1	0	0	0	0
2024-11-09 22:11:10	42.56490735064935	101.69779298701299	101.35374687012987	1	0	0	0	0
2024-11-09 22:11:20	42.82773518518518	101.42778385185184	102.07280077777777	1	0	0	0	0
2024-11-09 22:11:30	43.105347434146346	101.37133224390243	102.680115	1	0	0	0	0
2024-11-09 22:11:40	43.36975876202532	101.38750997468355	102.95995462025317	1	0	0	0	0
2024-11-09 22:11:50	42.82766881355932	102.60049986440677	101.70479800000001	1	0	0	0	0
2024-11-09 22:12:00	42.69584616666667	101.67223173333333	100.867317	1	0	0	0	0
2024-11-09 22:12:10	42.90049802816902	100.74517661971831	100.90426528169014	1	0	0	0	0
2024-11-09 22:12:20	42.712457826086954	101.17325226086957	100.72375730434783	1	0	0	0	0
2024-11-09 22:12:30	42.66038705370371	101.24330872222222	100.70789092592594	1	0	0	0	0
2024-11-09 22:12:40	42.49359286666667	100.937326	100.09693513333333	1	0	0	0	0
2024-11-09 22:12:50	42.411808916	101.38636708	100.5901462	1	0	0	0	0
2024-11-09 22:13:00	42.26120469777778	101.49588132222223	100.38622572222222	1	0	0	0	0
2024-11-09 22:13:10	42.53599833333333	100.71005855	100.89629144999999	1	0	0	0	0
2024-11-09 22:13:20	42.50165784810127	100.6996255949367	100.64693486075949	1	0	0	0	0
2024-11-09 22:13:30	42.57407805882353	100.69432905882353	100.85907	1	0	0	0	0
2024-11-09 22:13:40	42.4174926	100.65137198571429	100.32002752857143	1	0	0	0	0
2024-11-09 22:13:50	42.387840744117646	100.85112039705882	100.59689235294117	1	0	0	0	0
2024-11-09 22:14:00	42.392535915686274	100.9459658627451	100.77358588235293	1	0	0	0	0
2024-11-09 22:14:10	42.501226823529414	100.50274341176471	100.769981	1	0	0	0	0
2024-11-09 22:14:20	42.45914798977273	100.99314759090909	101.01803561363637	1	0	0	0	0
2024-11-09 22:14:30	42.42765430588235	100.70883123529411	100.78572529411764	1	0	0	0	0
2024-11-09 22:14:40	42.57808533225806	100.7570188548387	101.274452	1	0	0	0	0
2024-11-09 22:14:50	42.78011	100.572205	101.537888	1	0	0	0	0
2024-11-09 22:15:00	42.74144210126582	100.50675546835443	100.94535188607594	1	0	0	0	0
2024-11-09 22:15:10	42.67879	100.912674	100.973351	1	0	0	0	0
2024-11-09 22:15:20	42.84848629775281	100.94603297752809	101.33399492134832	1	0	0	0	0
2024-11-09 22:15:30	42.65389445849057	101.83097049056605	101.32414767924529	1	0	0	0	0
2024-11-09 22:15:40	42.67071501639344	101.1890491147541	101.07346973770491	1	0	0	0	0
2024-11-09 22:15:50	42.77969005961538	100.73827501923077	101.03217159615384	1	0	0	0	0
2024-11-09 22:16:00	42.576763727999996	101.12953626000001	100.636658	1	0	0	0	0
2024-11-09 22:16:10	42.794079141176475	101.37058870588235	101.74768535294118	1	0	0	0	0
2024-11-09 22:16:20	42.95047375714286	101.03033671428571	101.73778542857143	1	0	0	0	0
2024-11-09 22:16:30	42.900795	101.353012	101.581116	1	0	0	0	0
2024-11-09 22:16:40	43.00411557142857	100.9300537142857	101.376228	1	0	0	0	0
2024-11-09 22:16:50	42.74622520416666	101.84399470833333	101.25798	1	0	0	0	0
2024-11-09 22:17:00	42.54062549375	101.88955419999999	100.9753618375	1	0	0	0	0
2024-11-09 22:17:10	42.58589032786885	101.30167542622951	100.97360801639344	1	0	0	0	0
2024-11-09 22:17:20	42.54816573033708	101.1947414494382	100.80030068539325	1	0	0	0	0
2024-11-09 22:17:30	42.608013627118645	100.83577733898305	100.82732620338983	1	0	0	0	0
2024-11-09 22:17:40	42.525159142682924	101.09844929268293	100.914749	1	0	0	0	0
2024-11-09 22:17:50	42.67073877118644	100.96320849152542	101.30959001694916	1	0	0	0	0
2024-11-09 22:18:00	42.728047360000005	100.89400979999999	101.275162	1	0	0	0	0
2024-11-09 22:18:10	42.796674599999996	100.84230584000001	101.267746	1	0	0	0	0
2024-11-09 22:18:20	42.71474132307692	101.32031030769231	101.30145073076923	1	0	0	0	0
2024-11-09 22:18:30	42.73502262295082	101.25734901639345	101.30631883606557	1	0	0	0	0
2024-11-09 22:18:40	42.631087692307695	101.21458911538461	100.8345261153846	1	0	0	0	0
2024-11-09 22:18:50	42.638272452	101.10899146	100.88072828	1	0	0	0	0
2024-11-09 22:19:00	42.539452947142856	101.07344215714286	100.66405728571428	1	0	0	0	0
2024-11-09 22:19:10	42.39718850784313	101.53456994117647	100.84221088235294	1	0	0	0	0
2024-11-09 22:19:20	42.436177484285714	101.10498088571428	100.86107148571428	1	0	0	0	0
2024-11-09 22:19:30	42.36692595735294	100.86573092647059	100.43597935294117	1	0	0	0	0
2024-11-09 22:19:40	42.491677206666665	100.47339901111111	100.6002680888889	1	0	0	0	0
2024-11-09 22:19:50	42.312840563380284	101.01874308450704	100.4659920140845	1	0	0	0	0
2024-11-09 22:20:00	42.262144514	100.83154622	100.35906564000001	1	0	0	0	0
2024-11-09 22:20:10	42.29516027857142	100.83932471428572	100.75318235714286	1	0	0	0	0
2024-11-09 22:20:20	42.37303319333333	100.6325769	100.77166	1	0	0	0	0
2024-11-09 22:20:30	42.40314154647887	100.55029998591549	100.75285070422535	1	0	0	0	0
2024-11-09 22:20:40	42.377386099999995	100.8260915	100.815355	1	0	0	0	0
2024-11-09 22:20:50	42.4856992	100.57789171428571	100.87917942857143	1	0	0	0	0
2024-11-09 22:21:00	42.54014284057971	100.47122408695652	100.92296839130435	1	0	0	0	0
2024-11-09 22:21:10	42.73862754716981	100.42278045283018	101.31620133962264	1	0	0	0	0
2024-11-09 22:21:20	42.49614347826087	101.05155739130434	100.77836039130435	1	0	0	0	0
2024-11-09 22:21:30	42.54252042857143	100.75758885714286	100.73464657142857	1	0	0	0	0
2024-11-09 22:21:40	42.596592417582414	100.57589748351648	100.7487651978022	1	0	0	0	0
2024-11-09 22:21:50	42.6979515942029	100.18630339130435	100.60087542028985	1	0	0	0	0
2024-11-09 22:22:00	42.62349048	100.718849	100.68992	1	0	0	0	0
2024-11-09 22:22:10	42.6843522	100.76889158	100.9069	1	0	0	0	0
2024-11-09 22:22:20	42.842470000000006	100.36936957142856	101.08422628571428	1	0	0	0	0
2024-11-09 22:22:30	42.7654572	101.40373848387097	101.45089196774194	1	0	0	0	0
2024-11-09 22:22:40	42.50397602247191	101.63049511235955	101.04632220224718	1	0	0	0	0
2024-11-09 22:22:50	42.75805293442623	100.31951614754098	100.86750285245901	1	0	0	0	0
2024-11-09 22:23:00	42.65945	100.975777	100.835968	1	0	0	0	0
2024-11-09 22:23:10	42.585438076923076	101.45517336538462	101.03708569230768	1	0	0	0	0
2024-11-09 22:23:20	42.52297315125	101.048236425	100.5954133125	1	0	0	0	0
2024-11-09 22:23:30	42.5008301	100.9161992	100.571838	1	0	0	0	0
2024-11-09 22:23:40	42.5884361	100.72361	100.878357	1	0	0	0	0
2024-11-09 22:23:50	42.5207168	101.1724955	101.03762449999999	1	0	0	0	0
2024-11-09 22:24:00	42.61150819607843	100.94893294117647	101.077782	1	0	0	0	0
2024-11-09 22:24:10	42.568908398148146	101.07489112962962	100.96400162962964	1	0	0	0	0
2024-11-09 22:24:20	42.57586266233766	100.92387116883117	100.78609328571429	1	0	0	0	0
2024-11-09 22:24:30	42.49691111020408	101.09565153061224	100.73784267346939	1	0	0	0	0
2024-11-09 22:24:40	42.51408071805555	101.03515815277778	100.93726019444445	1	0	0	0	0
2024-11-09 22:24:50	42.419281	100.97704350000001	100.634277	1	0	0	0	0
2024-11-09 22:25:00	42.605806917721516	100.50102502531647	101.03827462025316	1	0	0	0	0
2024-11-09 22:25:10	42.692112111538464	100.44345144230769	101.03031853846154	1	0	0	0	0
2024-11-09 22:25:20	42.67478240506329	100.80234416455696	100.98373364556963	1	0	0	0	0
2024-11-09 22:25:30	42.672884024	100.9117042	100.96763216000001	1	0	0	0	0
2024-11-09 22:25:40	42.73606906	100.83868195000001	101.1225665	1	0	0	0	0
2024-11-09 22:25:50	42.9250412084507	100.60944625352113	101.42152811267606	1	0	0	0	0
2024-11-09 22:26:00	42.90761873125	100.85118131249999	101.268364	1	0	0	0	0
2024-11-09 22:26:10	42.79851343166667	100.99614028333333	100.90970398333334	1	0	0	0	0
2024-11-09 22:26:20	42.82233943098591	100.82702749295775	100.8277102112676	1	0	0	0	0
2024-11-09 22:26:30	42.836835664	100.79031974	100.86261694	1	0	0	0	0
2024-11-09 22:26:40	42.757847285714284	100.92132352857142	100.66208974285715	1	0	0	0	0
2024-11-09 22:26:50	43.00742603278689	100.7685814262295	101.49205	1	0	0	0	0
2024-11-09 22:27:00	42.94191193258427	101.5471166741573	101.72789488764045	1	0	0	0	0
2024-11-09 22:27:10	42.8543472	101.919815	101.766365	1	0	0	0	0
2024-11-09 22:27:20	42.76225705568182	101.91601517045454	101.556685875	1	0	0	0	0
2024-11-09 22:27:30	42.58980580476191	102.07572295238096	101.294334	1	0	0	0	0
2024-11-09 22:27:40	42.6152649	101.416046	101.06205	1	0	0	0	0
2024-11-09 22:27:50	42.4666883	101.52369300000001	100.8119545	1	0	0	0	0
2024-11-09 22:28:00	42.6534462	100.603889	100.898834	1	0	0	0	0
2024-11-09 22:28:10	42.52191173913043	101.15157853623188	100.97523834782609	1	0	0	0	0
2024-11-09 22:28:20	42.459251213114754	101.53474878688525	101.14671168852459	1	0	0	0	0
2024-11-09 22:28:30	42.48769832653061	101.01033267346938	100.863224	1	0	0	0	0
2024-11-09 22:28:40	42.41814366875	100.87661335	100.64582039999999	1	0	0	0	0
2024-11-09 22:28:50	42.507799646774195	100.68241416129032	100.86420775806452	1	0	0	0	0
2024-11-09 22:29:00	42.51678356179776	100.86091393258427	100.952012247191	1	0	0	0	0
2024-11-09 22:29:10	42.59078718309859	100.86023154929578	101.17948690140845	1	0	0	0	0
2024-11-09 22:29:20	42.594002180000004	100.82983275	100.966919	1	0	0	0	0
2024-11-09 22:29:30	42.60393124905661	101.00078573584905	101.10347609433963	1	0	0	0	0
2024-11-09 22:29:40	42.642352252173914	101.2314175652174	101.319229	1	0	0	0	0
2024-11-09 22:29:50	42.70293434285714	101.25082185714285	101.54118785714286	1	0	0	0	0
2024-11-09 22:30:00	42.9297638	100.999229	101.913788	1	0	0	0	0
2024-11-09 22:30:10	42.978170337681156	101.68485271014492	102.2366995942029	1	0	0	0	0
2024-11-09 22:30:20	43.0185966	101.809326	102.394745	1	0	0	0	0
2024-11-09 22:30:30	42.6918516	102.1063140625	101.532471	1	0	0	0	0
2024-11-09 22:30:40	42.595810435897434	101.31768484615384	100.73351694871795	1	0	0	0	0
2024-11-09 22:30:50	42.432536051666666	101.56161893333334	100.66425581666667	1	0	0	0	0
2024-11-09 22:31:00	42.557615016250004	101.1126386375	101.068291	1	0	0	0	0
2024-11-09 22:31:10	42.631012919117644	101.0028091617647	101.20084398529411	1	0	0	0	0
2024-11-09 22:31:20	42.60182368591549	101.20402376056339	101.31031114084507	1	0	0	0	0
2024-11-09 22:31:30	42.805954230508476	100.99975535593221	101.7882	1	0	0	0	0
2024-11-09 22:31:40	42.96550846153846	101.04209961538461	101.95930507692307	1	0	0	0	0
2024-11-09 22:31:50	42.820606363636365	101.26665354545455	101.31533290909091	1	0	0	0	0
2024-11-09 22:32:00	42.66455458166667	101.74464463333334	101.26967741666667	1	0	0	0	0
2024-11-09 22:32:10	42.54953845714286	101.91682128571429	101.22485242857142	1	0	0	0	0
2024-11-09 22:32:20	42.54953845714286	101.91682128571429	101.22485242857142	1	0	0	0	0
2024-11-09 22:32:30	42.492810000000006	101.9311335	101.2939415	1	0	0	0	0
2024-11-09 22:32:40	42.54913418163265	101.40220685714286	101.13621287755102	1	0	0	0	0
2024-11-09 22:32:50	42.34805572857143	101.68989114285715	100.83879928571429	1	0	0	0	0
2024-11-09 22:33:00	42.59452774576271	101.19574388135592	101.51030966101695	1	0	0	0	0
2024-11-09 22:33:10	42.7996045494382	100.84998965168539	101.57838521348314	1	0	0	0	0
2024-11-09 22:33:20	42.75476287916667	101.73518834722222	101.805611	1	0	0	0	0
2024-11-09 22:33:30	42.61351333877551	102.34326201020409	101.7888647755102	1	0	0	0	0
2024-11-09 22:33:40	42.65004795102041	102.27115714285713	102.045265	1	0	0	0	0
2024-11-09 22:33:50	42.56878	101.848312	101.501221	1	0	0	0	0
2024-11-09 22:34:00	42.948858900000005	101.08085366666667	102.12743366666666	1	0	0	0	0
2024-11-09 22:34:10	43.002828942	101.2281227	102.07940583999999	1	0	0	0	0
2024-11-09 22:34:20	42.93082	101.429993	101.763542	1	0	0	0	0
2024-11-09 22:34:30	42.79272846153846	101.43993983516484	101.26452747252748	1	0	0	0	0
2024-11-09 22:34:40	42.669335196078436	101.83520735294117	101.3216	1	0	0	0	0
2024-11-09 22:34:50	42.87127637887324	101.18111174647888	101.42236936619719	1	0	0	0	0
2024-11-09 22:35:00	42.80188418461538	101.54774965384615	101.502975	1	0	0	0	0
2024-11-09 22:35:10	42.87904221153846	101.78182807692308	101.94428396153846	1	0	0	0	0
2024-11-09 22:35:20	43.105222573333336	101.48365815	102.21264926666667	1	0	0	0	0
2024-11-09 22:35:30	43.04443860875	101.9176327	102.0732741	1	0	0	0	0
2024-11-09 22:35:40	42.857901288135594	101.85059915254237	101.303337	1	0	0	0	0
2024-11-09 22:35:50	42.83720954285714	101.57990428571429	101.24972614285714	1	0	0	0	0
2024-11-09 22:36:00	42.69501773770492	101.9528935737705	101.39047949180328	1	0	0	0	0
2024-11-09 22:36:10	42.6891375	101.91096454166667	101.52498875	1	0	0	0	0
2024-11-09 22:36:20	42.77359470338983	101.5233872881356	101.562019	1	0	0	0	0
2024-11-09 22:36:30	42.7056436125	101.8044355	101.641520625	1	0	0	0	0
2024-11-09 22:36:40	42.71156427125	101.478442275	101.4616407	1	0	0	0	0
2024-11-09 22:36:50	42.62831087536232	101.73539168115943	101.3792652173913	1	0	0	0	0
2024-11-09 22:37:00	42.679663	101.48927463265306	101.457504	1	0	0	0	0
2024-11-09 22:37:10	42.995914724637686	101.22024405797102	102.18028446376812	1	0	0	0	0
2024-11-09 22:37:20	42.978324	101.59378928571428	102.08919557142858	1	0	0	0	0
2024-11-09 22:37:30	42.947895308641975	101.33351186419753	101.47142924691359	1	0	0	0	0
2024-11-09 22:37:40	42.903505	101.44068150000001	101.437027	1	0	0	0	0
2024-11-09 22:37:50	42.75506044074074	101.86552313580246	101.32605	1	0	0	0	0
2024-11-09 22:38:00	42.64536714285715	102.09013114285715	101.35666871428572	1	0	0	0	0
2024-11-09 22:38:10	42.50017437142857	101.99657880952381	101.07611735714286	1	0	0	0	0
2024-11-09 22:38:20	42.5818711440678	101.35478438983051	101.0561007457627	1	0	0	0	0
2024-11-09 22:38:30	42.53322987804878	101.22181913414634	100.892349	1	0	0	0	0
2024-11-09 22:38:40	42.523033465822785	101.25912549367088	100.98066931645569	1	0	0	0	0
2024-11-09 22:38:50	42.58601343943662	101.3911874084507	101.40496597183098	1	0	0	0	0
2024-11-09 22:39:00	42.750600285714285	101.04025785714286	101.535927	1	0	0	0	0
2024-11-09 22:39:10	42.6522865	101.094673	101.10376	1	0	0	0	0
2024-11-09 22:39:20	42.59460200689655	101.36971370689655	101.21670770689656	1	0	0	0	0
2024-11-09 22:39:30	42.5525246	101.429123	101.227119	1	0	0	0	0
2024-11-09 22:39:40	42.64905376285714	101.31431348571428	101.426445	1	0	0	0	0
2024-11-09 22:39:50	42.69166551	101.31663643333333	101.51116473333335	1	0	0	0	0
2024-11-09 22:40:00	42.71339739130435	101.47281108695653	101.64802734782609	1	0	0	0	0
2024-11-09 22:40:10	42.82069844897959	101.443845	101.802528	1	0	0	0	0
2024-11-09 22:40:20	42.775065418749996	101.42450816666667	101.428993	1	0	0	0	0
2024-11-09 22:40:30	42.74190048271605	101.23737844444445	101.16654895061728	1	0	0	0	0
2024-11-09 22:40:40	42.81686128571428	101.26483371428571	101.44292685714285	1	0	0	0	0
2024-11-09 22:40:50	42.831200933333335	101.33842	101.47950533333334	1	0	0	0	0
2024-11-09 22:41:00	42.83357017457627	101.13718430508474	101.1815	1	0	0	0	0
2024-11-09 22:41:10	42.7758963	101.48232914285714	101.29373342857143	1	0	0	0	0
2024-11-09 22:41:20	42.7964616	101.60515866666667	101.46298900000001	1	0	0	0	0
2024-11-09 22:41:30	42.86734699090909	101.46915809090909	101.52479715909091	1	0	0	0	0
2024-11-09 22:41:40	43.139251272580644	101.28035985483871	102.20522054838709	1	0	0	0	0
2024-11-09 22:41:50	43.0079079725	101.991007825	102.13064055	1	0	0	0	0
2024-11-09 22:42:00	42.72333527704918	102.30258367213115	101.50599452459016	1	0	0	0	0
2024-11-09 22:42:10	42.741842597959185	101.26168663265307	100.880585	1	0	0	0	0
2024-11-09 22:42:20	42.78872335714286	101.40560591836734	101.303955	1	0	0	0	0
2024-11-09 22:42:30	43.091891000000004	101.1529637	102.08468991428572	1	0	0	0	0
2024-11-09 22:42:40	43.09700621123596	101.54527556179775	102.00862606741573	1	0	0	0	0
2024-11-09 22:42:50	42.95256238518518	102.17129462962963	101.86931703703704	1	0	0	0	0
2024-11-09 22:43:00	42.83568538461539	102.515605	101.97438326923077	1	0	0	0	0
2024-11-09 22:43:10	42.822495180000004	101.95497639999999	101.678444	1	0	0	0	0
2024-11-09 22:43:20	43.1133026	100.83765720000001	101.6025586	1	0	0	0	0
