PROCESSDATA	2411PDIC10321 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-10-15 21:55:00	751
tagname	2411PDIC10321.MV	2411PDIC10321.PV	2411PDIC10321.SV	2411PDIC10321.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	再生器再生滑阀差压_OP	再生器再生滑阀差压_PV	再生器再生滑阀差压_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=3.6755869240000045	fsMin=0	fsGridNum=10	fdMax=3.6755869240000045tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-10-15 22:38:20	62.6079497	64.853392112	15	1	0	0	0	0
2024-10-15 22:38:30	63.939524799999994	67.347384	15	1	0	0	0	0
2024-10-15 22:38:40	64.86506920000001	69.1601024	15	1	0	0	0	0
2024-10-15 22:38:50	64.277113104	68.1266108	15	1	0	0	0	0
2024-10-15 22:39:00	63.7855308	67.345602512	15	1	0	0	0	0
2024-10-15 22:39:10	63.655461872	67.1819496	15	1	0	0	0	0
2024-10-15 22:39:20	63.268255976	66.495647416	15	1	0	0	0	0
2024-10-15 22:39:30	61.9777964	64.069625692	15	1	0	0	0	0
2024-10-15 22:39:40	62.537601599999995	65.118547	15	1	0	0	0	0
2024-10-15 22:39:50	62.88122978	65.7888836	15	1	0	0	0	0
2024-10-15 22:40:00	63.907602848	67.7857596	15	1	0	0	0	0
2024-10-15 22:40:10	63.136999608	66.402673012	15	1	0	0	0	0
2024-10-15 22:40:20	63.11530784	66.3697884	15	1	0	0	0	0
2024-10-15 22:40:30	63.350357404	66.72810559999999	15	1	0	0	0	0
2024-10-15 22:40:40	62.793038	65.6271728	15	1	0	0	0	0
2024-10-15 22:40:50	61.9645224	63.983928528	15	1	0	0	0	0
2024-10-15 22:41:00	62.590100400000004	65.1463852	15	1	0	0	0	0
2024-10-15 22:41:10	63.519913948	66.9286652	15	1	0	0	0	0
2024-10-15 22:41:20	62.503963033333335	65.10427705882354	15	1	0	0	0	0
2024-10-15 22:41:30	62.081045396	64.25569448	15	1	0	0	0	0
2024-10-15 22:41:40	62.671876208	65.2806016	15	1	0	0	0	0
2024-10-15 22:41:50	61.6883244	63.379733191999996	15	1	0	0	0	0
2024-10-15 22:42:00	61.5077912	62.961617596	15	1	0	0	0	0
2024-10-15 22:42:10	61.806983263999996	63.435940928	15	1	0	0	0	0
2024-10-15 22:42:20	61.406651304	62.595123011999995	15	1	0	0	0	0
2024-10-15 22:42:30	61.38354176	62.520935984000005	15	1	0	0	0	0
2024-10-15 22:42:40	61.688487744	63.103505999999996	15	1	0	0	0	0
2024-10-15 22:42:50	62.6539322	64.962986	15	1	0	0	0	0
2024-10-15 22:43:00	61.507271552	62.867459491999995	15	1	0	0	0	0
2024-10-15 22:43:10	61.633890536	63.142064292	15	1	0	0	0	0
2024-10-15 22:43:20	61.773482334782614	63.42268009275362	15	1	0	0	0	0
2024-10-15 22:43:30	61.307954146341466	62.605920546341466	15	1	0	0	0	0
2024-10-15 22:43:40	61.69303346	63.4368544	15	1	0	0	0	0
2024-10-15 22:43:50	61.756284799999996	63.603484672	15	1	0	0	0	0
2024-10-15 22:44:00	61.097120636	62.335862428	15	1	0	0	0	0
2024-10-15 22:44:10	61.997994896	63.973472740000005	15	1	0	0	0	0
2024-10-15 22:44:20	63.252755952	66.366835624	15	1	0	0	0	0
2024-10-15 22:44:30	62.720135404	65.38626160000001	15	1	0	0	0	0
2024-10-15 22:44:40	61.64649152	63.360532692	15	1	0	0	0	0
2024-10-15 22:44:50	62.465819488	64.91395	15	1	0	0	0	0
2024-10-15 22:45:00	61.791796736	63.7082472	15	1	0	0	0	0
2024-10-15 22:45:10	61.44257816	62.993066596	15	1	0	0	0	0
2024-10-15 22:45:20	61.788106196	63.5958304	15	1	0	0	0	0
2024-10-15 22:45:30	61.565033488	63.162693048	15	1	0	0	0	0
2024-10-15 22:45:40	62.150949908	64.297161412	15	1	0	0	0	0
2024-10-15 22:45:50	62.434517964	64.8911516	15	1	0	0	0	0
2024-10-15 22:46:00	62.06939746	64.357165988	15	1	0	0	0	0
2024-10-15 22:46:10	61.2388928	62.881646976	15	1	0	0	0	0
2024-10-15 22:46:20	61.710488912	63.88379376	15	1	0	0	0	0
2024-10-15 22:46:30	62.633620719999996	65.63709472	15	1	0	0	0	0
2024-10-15 22:46:40	62.188506476	64.723983052	15	1	0	0	0	0
2024-10-15 22:46:50	62.560438368	65.30519446	15	1	0	0	0	0
2024-10-15 22:47:00	63.019014028	66.11893827200001	15	1	0	0	0	0
2024-10-15 22:47:10	61.675858	63.533853447999995	15	1	0	0	0	0
2024-10-15 22:47:20	62.087864052	64.208640404	15	1	0	0	0	0
2024-10-15 22:47:30	63.24796876	66.356118432	15	1	0	0	0	0
2024-10-15 22:47:40	62.72466544	65.3800788	15	1	0	0	0	0
2024-10-15 22:47:50	62.324819344	64.5599192	15	1	0	0	0	0
