PROCESSDATA	2111LIC31102B Data	yyyy-MM-dd HH:mm:ss
8	10	2024-11-26 21:55:00	751
tagname	2111LIC31102B.MV	2111LIC31102B.PV	2111LIC31102B.SV	2111LIC31102B.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	C301中段_OP	C301中段_PV	C301中段_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=2.3891586879999984	fsMin=0	fsGridNum=10	fdMax=2.3891586879999984tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-11-26 21:55:00	60.501133100000004	48.389817995	47.98181	1	0	0	0	0
2024-11-26 21:55:10	60.922566100000004	48.131194845	47.98181	1	0	0	0	0
2024-11-26 21:55:20	61.537264900000004	47.846854185	47.98181	1	0	0	0	0
2024-11-26 21:55:30	62.2347919	47.551491735	47.98181	1	0	0	0	0
2024-11-26 21:55:40	62.651942999999996	47.36482469	47.98181	1	0	0	0	0
2024-11-26 21:55:50	62.948933	47.22474139	47.98181	1	0	0	0	0
2024-11-26 21:56:00	62.87722747	47.284489085	47.98181	1	0	0	0	0
2024-11-26 21:56:10	62.64750957	47.429878635	47.98181	1	0	0	0	0
2024-11-26 21:56:20	62.29570656	47.636463165	47.98181	1	0	0	0	0
2024-11-26 21:56:30	61.891581359999996	47.869274115	47.98181	1	0	0	0	0
2024-11-26 21:56:40	61.41080497	48.0977045	47.98181	1	0	0	0	0
2024-11-26 21:56:50	60.89717807	48.3242575	47.98181	1	0	0	0	0
2024-11-26 21:57:00	60.54058525	48.501774624999996	47.98181	1	0	0	0	0
2024-11-26 21:57:10	60.25129275	48.658276375	47.98181	1	0	0	0	0
2024-11-26 21:57:20	60.18325975	48.66169719	47.98181	1	0	0	0	0
2024-11-26 21:57:30	60.21005225	48.59951189	47.98181	1	0	0	0	0
2024-11-26 21:57:40	60.513308	48.389215095	47.98181	1	0	0	0	0
2024-11-26 21:57:50	60.935048	48.115441945	47.98181	1	0	0	0	0
2024-11-26 21:58:00	61.560242020000004	47.823927365	47.98181	1	0	0	0	0
2024-11-26 21:58:10	62.27263062	47.524809315	47.98181	1	0	0	0	0
2024-11-26 21:58:20	62.70471801	47.340173535	47.98181	1	0	0	0	0
2024-11-26 21:58:30	63.01667631	47.204601585	47.98181	1	0	0	0	0
2024-11-26 21:58:40	62.94878647	47.26035241	47.98181	1	0	0	0	0
2024-11-26 21:58:50	62.718104569999994	47.39809871	47.98181	1	0	0	0	0
2024-11-26 21:59:00	62.378893515	47.605837625	47.98181	1	0	0	0	0
2024-11-26 21:59:10	61.993169965	47.843573375	47.98181	1	0	0	0	0
2024-11-26 21:59:20	61.437872885000004	48.10073815	47.98181	1	0	0	0	0
2024-11-26 21:59:30	60.809901435	48.366229649999994	47.98181	1	0	0	0	0
2024-11-26 21:59:40	60.41991112	48.544002155	47.98181	1	0	0	0	0
2024-11-26 21:59:50	60.13191272	48.684180805000004	47.98181	1	0	0	0	0
2024-11-26 22:00:00	60.15623808	48.648374170000004	47.98181	1	0	0	0	0
2024-11-26 22:00:10	60.314416480000006	48.53714527	47.98181	1	0	0	0	0
2024-11-26 22:00:20	60.635108	48.319222790000005	47.98181	1	0	0	0	0
2024-11-26 22:00:30	61.025448	48.055574490000005	47.98181	1	0	0	0	0
2024-11-26 22:00:40	61.63798774	47.779473645	47.98181	1	0	0	0	0
2024-11-26 22:00:50	62.345755940000004	47.498035995	47.98181	1	0	0	0	0
2024-11-26 22:01:00	62.72454066	47.363266055	47.98181	1	0	0	0	0
2024-11-26 22:01:10	62.96233246	47.291353705	47.98181	1	0	0	0	0
2024-11-26 22:01:20	62.76541182089552	47.39754835323383	47.98181	1	0	0	0	0
2024-11-26 22:01:30	62.38218585074627	47.5800745721393	47.98181	1	0	0	0	0
2024-11-26 22:01:40	61.96271854271357	47.8127386959799	47.98181	1	0	0	0	0
2024-11-26 22:01:50	61.52696889447236	48.06792854522613	47.98181	1	0	0	0	0
2024-11-26 22:02:00	61.08911089655172	48.26438360344828	47.98181	1	0	0	0	0
2024-11-26 22:02:10	60.650349320197044	48.43566660837438	47.98181	1	0	0	0	0
