PROCESSDATA	2111FIC51001 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-06-09 21:55:00	751
tagname	2111FIC51001.MV	2111FIC51001.PV	2111FIC51001.SV	2111FIC51001.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	E521A壳程入口管_OP	E521A壳程入口管_PV	E521A壳程入口管_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=5.760349348064924	fsMin=0	fsGridNum=10	fdMax=5.760349348064924tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-06-09 21:55:00	68.06040878	387.8800008	391.3037733	1	0	0	0	0
2024-06-09 21:55:10	67.58038393	396.9505544	392.372742	1	0	0	0	0
2024-06-09 21:55:20	67.9189206	390.283516	392.5724263	1	0	0	0	0
2024-06-09 21:55:30	67.94855776	392.7712405	393.5832212	1	0	0	0	0
2024-06-09 21:55:40	67.65004848	395.2944049	392.3214	1	0	0	0	0
2024-06-09 21:55:50	67.68257755	392.7390936	391.659515	1	0	0	0	0
2024-06-09 21:56:00	68.2348952	386.3041795	392.3562826	1	0	0	0	0
2024-06-09 21:56:10	67.79324398	394.9570364	392.7204762	1	0	0	0	0
2024-06-09 21:56:20	67.63234476	394.833026	392.012268	1	0	0	0	0
2024-06-09 21:56:30	68.32424035	386.2422594	392.2589167	1	0	0	0	0
2024-06-09 21:56:40	67.94940591	393.0352862	391.6261932	1	0	0	0	0
2024-06-09 21:56:50	67.7901102	393.776632	391.569224	1	0	0	0	0
2024-06-09 21:57:00	68.29159244	388.1535201	392.6365	1	0	0	0	0
2024-06-09 21:57:10	67.84469164	395.5058391	392.7596	1	0	0	0	0
2024-06-09 21:57:20	67.83583197	392.714316	391.442329	1	0	0	0	0
2024-06-09 21:57:30	68.20139043	389.9315147	392.7007495	1	0	0	0	0
2024-06-09 21:57:40	67.78380756	396.5772816	393.181641	1	0	0	0	0
2024-06-09 21:57:50	67.9457192	391.0960322	392.192078	1	0	0	0	0
2024-06-09 21:58:00	68.18265325	390.0529475	392.405602	1	0	0	0	0
2024-06-09 21:58:10	67.7462254	396.3744424	392.558102	1	0	0	0	0
2024-06-09 21:58:20	68.1516698	389.3747711	392.650482	1	0	0	0	0
2024-06-09 21:58:30	67.9694784	393.7749243	392.6805643	1	0	0	0	0
2024-06-09 21:58:40	67.78405688	394.8753624	392.1080747	1	0	0	0	0
2024-06-09 21:58:50	67.78405688	394.8753624	392.1080747	1	0	0	0	0
2024-06-09 21:59:00	67.78405688	394.8753624	392.1080747	1	0	0	0	0
2024-06-09 21:59:10	67.78405688	394.8753624	392.1080747	1	0	0	0	0
2024-06-09 21:59:20	67.78405688	394.8753624	392.1080747	1	0	0	0	0
2024-06-09 21:59:30	67.78405688	394.8753624	392.1080747	1	0	0	0	0
2024-06-09 21:59:40	67.78405688	394.8753624	392.1080747	1	0	0	0	0
2024-06-09 21:59:50	67.78405688	394.8753624	392.1080747	1	0	0	0	0
2024-06-09 22:00:00	67.78405688	394.8753624	392.1080747	1	0	0	0	0
2024-06-09 22:00:10	68.1999326	392.099406	392.9179833	1	0	0	0	0
2024-06-09 22:00:20	68.16266795	394.5974966	394.175842	1	0	0	0	0
2024-06-09 22:00:30	67.90223714	395.3198673	392.1908172	1	0	0	0	0
2024-06-09 22:00:40	68.18354489	390.4250121	392.6748213	1	0	0	0	0
2024-06-09 22:00:50	68.332266	391.3658041	393.3540094	1	0	0	0	0
2024-06-09 22:01:00	67.9816646	395.5101502	392.57132	1	0	0	0	0
2024-06-09 22:01:10	68.3733158	388.2196779	391.733948	1	0	0	0	0
