PROCESSDATA	RHT.7050-342_FIC11502 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-06-27 21:55:00	751
tagname	LYCDU.RHT.7050-342_FIC11502.MV	LYCDU.RHT.7050-342_FIC11502.PV	LYCDU.RHT.7050-342_FIC11502.SV	LYCDU.RHT.7050-342_FIC11502.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	轻烃流量控制_OP	轻烃流量控制_PV	轻烃流量控制_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=24.49833	fsMin=0	fsGridNum=10	fdMax=24.49833tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-06-27 21:55:00	48.14569	17.36775	17.37926	1	0	0	0	0
2024-06-27 21:55:10	48.14294	17.37219	17.37926	1	0	0	0	0
2024-06-27 21:55:20	48.14294	17.3611	17.37926	1	0	0	0	0
2024-06-27 21:55:30	48.16097	17.36165	17.37926	1	0	0	0	0
2024-06-27 21:55:40	48.19704	17.37164	17.37926	1	0	0	0	0
2024-06-27 21:55:50	48.19704	17.36276	17.37926	1	0	0	0	0
2024-06-27 21:56:00	48.19704	17.36609	17.38165	1	0	0	0	0
2024-06-27 21:56:10	48.19704	17.36609	17.38165	1	0	0	0	0
2024-06-27 21:56:20	48.19704	17.38162	17.38643	1	0	0	0	0
2024-06-27 21:56:30	48.08484	17.44136	17.38643	1	0	0	0	0
2024-06-27 21:56:40	48.18089	17.41152	17.38643	1	0	0	0	0
2024-06-27 21:56:50	48.21429	17.39158	17.38643	1	0	0	0	0
2024-06-27 21:57:00	48.20287	17.38549	17.38643	1	0	0	0	0
2024-06-27 21:57:10	48.14665	17.39325	17.38643	1	0	0	0	0
2024-06-27 21:57:20	48.14665	17.39325	17.38643	1	0	0	0	0
2024-06-27 21:57:30	48.14665	17.41538	17.38643	1	0	0	0	0
2024-06-27 21:57:40	48.2346	17.34	17.38643	1	0	0	0	0
2024-06-27 21:57:50	48.14502	17.37661	17.39013	1	0	0	0	0
2024-06-27 21:58:00	48.12	17.39491	17.39198	1	0	0	0	0
2024-06-27 21:58:10	48.15955	17.39491	17.39198	1	0	0	0	0
2024-06-27 21:58:20	48.23142	17.35386	17.39198	1	0	0	0	0
2024-06-27 21:58:30	48.23597	17.35275	17.39198	1	0	0	0	0
2024-06-27 21:58:40	48.23597	17.35275	17.39198	1	0	0	0	0
2024-06-27 21:58:50	48.1732	17.39159	17.39198	1	0	0	0	0
2024-06-27 21:59:00	48.1732	17.38493	17.39198	1	0	0	0	0
2024-06-27 21:59:10	48.1732	17.41484	17.39198	1	0	0	0	0
2024-06-27 21:59:20	48.13565	17.41041	17.39198	1	0	0	0	0
2024-06-27 21:59:30	48.11687	17.40543	17.39198	1	0	0	0	0
2024-06-27 21:59:40	48.11687	17.40543	17.39198	1	0	0	0	0
2024-06-27 21:59:50	48.11687	17.3999	17.39198	1	0	0	0	0
2024-06-27 22:00:00	48.19329	17.38106	17.39198	1	0	0	0	0
2024-06-27 22:00:10	48.19329	17.38328	17.39198	1	0	0	0	0
2024-06-27 22:00:20	48.13713	17.41869	17.39198	1	0	0	0	0
2024-06-27 22:00:30	48.14744	17.41869	17.39019	1	0	0	0	0
2024-06-27 22:00:40	48.22422	17.38328	17.38661	1	0	0	0	0
2024-06-27 22:00:50	48.22422	17.38328	17.38661	1	0	0	0	0
2024-06-27 22:01:00	48.22422	17.36331	17.38661	1	0	0	0	0
2024-06-27 22:01:10	48.33406	17.30997	17.38661	1	0	0	0	0
2024-06-27 22:01:20	48.22121	17.37878	17.38255	1	0	0	0	0
2024-06-27 22:01:30	48.16478	17.40931	17.38052	1	0	0	0	0
2024-06-27 22:01:40	48.16478	17.40156	17.38052	1	0	0	0	0
2024-06-27 22:01:50	48.15228	17.38715	17.38052	1	0	0	0	0
2024-06-27 22:02:00	48.15228	17.38715	17.38052	1	0	0	0	0
2024-06-27 22:02:10	48.18875	17.36552	17.38052	1	0	0	0	0
2024-06-27 22:02:20	48.21775	17.36109	17.38052	1	0	0	0	0
2024-06-27 22:02:30	48.21396	17.36276	17.37796	1	0	0	0	0
2024-06-27 22:02:40	48.26286	17.34167	17.37284	1	0	0	0	0
2024-06-27 22:02:50	48.26286	17.345	17.37284	1	0	0	0	0
2024-06-27 22:03:00	48.21909	17.34889	17.37064	1	0	0	0	0
2024-06-27 22:03:10	48.13154	17.35333	17.36624	1	0	0	0	0
2024-06-27 22:03:20	48.14631	17.38105	17.36073	1	0	0	0	0
