PROCESSDATA	2111LIC31102B Data	yyyy-MM-dd HH:mm:ss
8	10	2024-11-09 21:55:00	751
tagname	2111LIC31102B.MV	2111LIC31102B.PV	2111LIC31102B.SV	2111LIC31102B.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	C301中段_OP	C301中段_PV	C301中段_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=1.7623000249999983	fsMin=0	fsGridNum=10	fdMax=1.7623000249999983tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-11-09 21:55:00	59.830322276000004	48.590249328	47.98181	1	0	0	0	0
2024-11-09 21:55:10	60.081498426	48.445931528	47.98181	1	0	0	0	0
2024-11-09 21:55:20	60.376463956	48.2697928	47.98181	1	0	0	0	0
2024-11-09 21:55:30	60.810095856000004	47.9928878	47.98181	1	0	0	0	0
2024-11-09 21:55:40	61.284962027272734	47.72835878787879	47.98181	1	0	0	0	0
2024-11-09 21:55:50	61.89040339090909	47.503020404040406	47.98181	1	0	0	0	0
2024-11-09 21:56:00	62.34809663267327	47.34344445544554	47.98181	1	0	0	0	0
2024-11-09 21:56:10	62.38527598910891	47.371038514851485	47.98181	1	0	0	0	0
2024-11-09 21:56:20	62.31078977878788	47.43881421818182	47.98181	1	0	0	0	0
2024-11-09 21:56:30	61.88269594040404	47.63383179393939	47.98181	1	0	0	0	0
2024-11-09 21:56:40	61.46188567412935	47.841590284577116	47.98181	1	0	0	0	0
2024-11-09 21:56:50	61.06180557462687	48.08561137910448	47.98181	1	0	0	0	0
2024-11-09 21:57:00	60.64380636683418	48.312141107035174	47.98181	1	0	0	0	0
2024-11-09 21:57:10	60.172049834170856	48.48619673517588	47.98181	1	0	0	0	0
2024-11-09 21:57:20	59.8101931	48.611067311	47.98181	1	0	0	0	0
2024-11-09 21:57:30	59.7611281	48.595949661	47.98181	1	0	0	0	0
2024-11-09 21:57:40	59.848530108457716	48.528628470646765	47.98181	1	0	0	0	0
2024-11-09 21:57:50	60.32433821791045	48.31272797313433	47.98181	1	0	0	0	0
2024-11-09 21:58:00	60.78746009145729	48.08203971055276	47.98181	1	0	0	0	0
2024-11-09 21:58:10	61.212523257286435	47.80698815276382	47.98181	1	0	0	0	0
2024-11-09 21:58:20	61.65331105643565	47.558677227722775	47.98181	1	0	0	0	0
2024-11-09 21:58:30	62.138853581188116	47.386474257425746	47.98181	1	0	0	0	0
2024-11-09 21:58:40	62.459422575376884	47.28982954773869	47.98181	1	0	0	0	0
2024-11-09 21:58:50	62.25757538944723	47.43245266331658	47.98181	1	0	0	0	0
2024-11-09 21:59:00	61.98369946782178	47.596352599009904	47.98181	1	0	0	0	0
2024-11-09 21:59:10	61.49373733910891	47.82408299504951	47.98181	1	0	0	0	0
2024-11-09 21:59:20	61.036574873	48.046930193	47.98181	1	0	0	0	0
2024-11-09 21:59:30	60.689219973	48.253429293	47.98181	1	0	0	0	0
2024-11-09 21:59:40	60.351294191878175	48.43408619695431	47.98181	1	0	0	0	0
2024-11-09 21:59:50	60.044935460913706	48.52822792284264	47.98181	1	0	0	0	0
2024-11-09 22:00:00	59.850039699999996	48.568574563	47.98181	1	0	0	0	0
2024-11-09 22:00:10	59.9723847	48.455812113	47.98181	1	0	0	0	0
2024-11-09 22:00:20	60.21571162561576	48.30383645960591	47.98181	1	0	0	0	0
2024-11-09 22:00:30	60.80337172413793	48.040253996551726	47.98181	1	0	0	0	0
2024-11-09 22:00:40	61.34908703517588	47.78369064824121	47.98181	1	0	0	0	0
2024-11-09 22:00:50	61.75437849246231	47.55062607537688	47.98181	1	0	0	0	0
2024-11-09 22:01:00	62.09029065326633	47.37546680904523	47.98181	1	0	0	0	0
2024-11-09 22:01:10	62.20650170854272	47.38367434673367	47.98181	1	0	0	0	0
2024-11-09 22:01:20	62.2225371517413	47.43681549751244	47.98181	1	0	0	0	0
2024-11-09 22:01:30	61.93804575870647	47.62475748756219	47.98181	1	0	0	0	0
2024-11-09 22:01:40	61.60199346363637	47.81525480606061	47.98181	1	0	0	0	0
2024-11-09 22:01:50	61.10266497878788	48.0138439979798	47.98181	1	0	0	0	0
2024-11-09 22:02:00	60.658166824	48.2027133	47.98181	1	0	0	0	0
2024-11-09 22:02:10	60.369724224	48.3639183	47.98181	1	0	0	0	0
2024-11-09 22:02:20	60.15499961089109	48.476184465346535	47.98181	1	0	0	0	0
2024-11-09 22:02:30	60.150087729702975	48.44916317821782	47.98181	1	0	0	0	0
2024-11-09 22:02:40	60.20513523467337	48.386434396984924	47.98181	1	0	0	0	0
2024-11-09 22:02:50	60.45005412914573	48.210631884422114	47.98181	1	0	0	0	0
2024-11-09 22:03:00	60.7791591375	48.017137500000004	47.98181	1	0	0	0	0
2024-11-09 22:03:10	61.3608224875	47.7705675	47.98181	1	0	0	0	0
2024-11-09 22:03:20	61.86750718592965	47.55185404522613	47.98181	1	0	0	0	0
2024-11-09 22:03:30	62.14925592964824	47.416710226130654	47.98181	1	0	0	0	0
