PROCESSDATA	2111LIC31102B Data	yyyy-MM-dd HH:mm:ss
8	10	2024-08-24 21:55:00	751
tagname	2111LIC31102B.MV	2111LIC31102B.PV	2111LIC31102B.SV	2111LIC31102B.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	C301中段_OP	C301中段_PV	C301中段_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=2.1712947780000036	fsMin=0	fsGridNum=10	fdMax=2.1712947780000036tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-08-24 21:55:00	60.94219412291667	48.423444741666664	47.98181	1	0	0	0	0
2024-08-24 21:55:10	61.552371449	48.160111125	47.98181	1	0	0	0	0
2024-08-24 21:55:20	61.552371449	48.160111125	47.98181	1	0	0	0	0
2024-08-24 21:55:30	62.241238599	47.877504875	47.98181	1	0	0	0	0
2024-08-24 21:55:40	63.181362422	47.359494524999995	47.98181	1	0	0	0	0
2024-08-24 21:55:50	63.181362422	47.359494524999995	47.98181	1	0	0	0	0
2024-08-24 21:56:00	63.385457211	47.309630007	47.98181	1	0	0	0	0
2024-08-24 21:56:10	63.548936061000006	47.293522457	47.98181	1	0	0	0	0
2024-08-24 21:56:20	63.284225813	47.485989718	47.98181	1	0	0	0	0
2024-08-24 21:56:30	62.949810363	47.712411018	47.98181	1	0	0	0	0
2024-08-24 21:56:40	62.366854354	47.9681916	47.98181	1	0	0	0	0
2024-08-24 21:56:50	61.743438254	48.2287516	47.98181	1	0	0	0	0
2024-08-24 21:57:00	61.406599438	48.403862000000004	47.98181	1	0	0	0	0
2024-08-24 21:57:10	61.116412738	48.565062	47.98181	1	0	0	0	0
2024-08-24 21:57:20	60.988014742	48.596868807999996	47.98181	1	0	0	0	0
2024-08-24 21:57:30	60.885954442	48.607611608	47.98181	1	0	0	0	0
2024-08-24 21:57:40	61.118691583	48.417452431	47.98181	1	0	0	0	0
2024-08-24 21:57:50	61.405930633	48.194588280999994	47.98181	1	0	0	0	0
2024-08-24 21:58:00	61.999586737	47.939999160999996	47.98181	1	0	0	0	0
2024-08-24 21:58:10	62.643124687000004	47.680245511	47.98181	1	0	0	0	0
2024-08-24 21:58:20	63.02930450980392	47.49794980392157	47.98181	1	0	0	0	0
2024-08-24 21:58:30	63.37358882352942	47.328263529411764	47.98181	1	0	0	0	0
2024-08-24 21:58:40	63.29972088121828	47.39468246091371	47.98181	1	0	0	0	0
2024-08-24 21:58:50	63.13406341928934	47.512929364467006	47.98181	1	0	0	0	0
2024-08-24 21:59:00	62.79831350351758	47.726808641206034	47.98181	1	0	0	0	0
2024-08-24 21:59:10	62.43254727236181	47.95756421909548	47.98181	1	0	0	0	0
2024-08-24 21:59:20	61.895117500000005	48.1908735	47.98181	1	0	0	0	0
2024-08-24 21:59:30	61.3297425	48.4245985	47.98181	1	0	0	0	0
2024-08-24 21:59:40	61.062811666	48.5443692	47.98181	1	0	0	0	0
2024-08-24 21:59:50	60.844464766	48.645589199999996	47.98181	1	0	0	0	0
2024-08-24 22:00:00	60.963104609000005	48.559034306	47.98181	1	0	0	0	0
2024-08-24 22:00:10	61.136602759000006	48.441911406	47.98181	1	0	0	0	0
2024-08-24 22:00:20	61.50083531094528	48.1950762159204	47.98181	1	0	0	0	0
2024-08-24 22:00:30	61.89611764925373	47.92712507164179	47.98181	1	0	0	0	0
2024-08-24 22:00:40	62.57383412060302	47.644840397487435	47.98181	1	0	0	0	0
2024-08-24 22:00:50	63.30139190954774	47.36002627688442	47.98181	1	0	0	0	0
2024-08-24 22:01:00	63.538142419	47.293726735999996	47.98181	1	0	0	0	0
2024-08-24 22:01:10	63.694994069	47.262999336	47.98181	1	0	0	0	0
2024-08-24 22:01:20	63.33959141923077	47.44052539807692	47.98181	1	0	0	0	0
2024-08-24 22:01:30	62.90079853461538	47.65195318653846	47.98181	1	0	0	0	0
2024-08-24 22:01:40	62.431194934375	47.922759915625	47.98181	1	0	0	0	0
2024-08-24 22:01:50	61.952901132291665	48.21031455104167	47.98181	1	0	0	0	0
2024-08-24 22:02:00	61.4398451	48.420852157	47.98181	1	0	0	0	0
2024-08-24 22:02:10	60.9211301	48.618852107	47.98181	1	0	0	0	0
2024-08-24 22:02:20	60.761442138	48.650312197	47.98181	1	0	0	0	0
2024-08-24 22:02:30	60.660200438	48.654661147	47.98181	1	0	0	0	0
2024-08-24 22:02:40	61.07337317910448	48.45088950248756	47.98181	1	0	0	0	0
2024-08-24 22:02:50	61.570287805970146	48.21323776119403	47.98181	1	0	0	0	0
2024-08-24 22:03:00	62.06732412060301	47.921217741206036	47.98181	1	0	0	0	0
2024-08-24 22:03:10	62.564381909547734	47.61960331909548	47.98181	1	0	0	0	0
2024-08-24 22:03:20	63.0931498	47.411824161	47.98181	1	0	0	0	0
2024-08-24 22:03:30	63.627079800000004	47.219320511	47.98181	1	0	0	0	0
2024-08-24 22:03:40	63.5658124	47.310647476999996	47.98181	1	0	0	0	0
2024-08-24 22:03:50	63.407652399999996	47.448179427	47.98181	1	0	0	0	0
2024-08-24 22:04:00	62.89138969	47.688212756	47.98181	1	0	0	0	0
2024-08-24 22:04:10	62.31683119	47.944932355999995	47.98181	1	0	0	0	0
2024-08-24 22:04:20	61.88837121	48.186310029	47.98181	1	0	0	0	0
2024-08-24 22:04:30	61.483694709999995	48.425190179	47.98181	1	0	0	0	0
2024-08-24 22:04:40	61.1535643	48.542709838	47.98181	1	0	0	0	0
2024-08-24 22:04:50	60.835569299999996	48.640473138	47.98181	1	0	0	0	0
2024-08-24 22:05:00	60.914372495	48.550770799999995	47.98181	1	0	0	0	0
2024-08-24 22:05:10	61.057770745	48.4305508	47.98181	1	0	0	0	0
2024-08-24 22:05:20	61.605060083	48.172902799999996	47.98181	1	0	0	0	0
2024-08-24 22:05:30	62.218099133	47.892882799999995	47.98181	1	0	0	0	0
2024-08-24 22:05:40	62.694428971	47.632615580999996	47.98181	1	0	0	0	0
2024-08-24 22:05:50	63.148503821	47.375563931	47.98181	1	0	0	0	0
2024-08-24 22:06:00	63.333113151	47.332738195000005	47.98181	1	0	0	0	0
2024-08-24 22:06:10	63.473856001	47.324786445	47.98181	1	0	0	0	0
2024-08-24 22:06:20	63.285351248	47.489829414	47.98181	1	0	0	0	0
2024-08-24 22:06:30	63.043248047999995	47.683034314	47.98181	1	0	0	0	0
2024-08-24 22:06:40	62.418595692	47.95942151	47.98181	1	0	0	0	0
2024-08-24 22:06:50	61.731667892	48.24935001	47.98181	1	0	0	0	0
2024-08-24 22:07:00	61.310097950999996	48.4529358	47.98181	1	0	0	0	0
2024-08-24 22:07:10	60.931725801	48.6424658	47.98181	1	0	0	0	0
2024-08-24 22:07:20	60.772438006	48.6908483	47.98181	1	0	0	0	0
2024-08-24 22:07:30	60.648815106	48.716253300000005	47.98181	1	0	0	0	0
2024-08-24 22:07:40	60.948466103	48.493485434	47.98181	1	0	0	0	0
2024-08-24 22:07:50	61.317022153	48.230317334	47.98181	1	0	0	0	0
