PROCESSDATA	2111LIC42502 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-06-19 21:55:00	751
tagname	2111LIC42502.MV	2111LIC42502.PV	2111LIC42502.SV	2111LIC42502.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	D401液包_OP	D401液包_PV	D401液包_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=1.8648795899999975	fsMin=0	fsGridNum=10	fdMax=1.8648795899999975tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-06-19 21:55:00	35.0768474375	60.4409100675	60.2682266	1	0	0	0	0
2024-06-19 21:55:10	34.723086620000004	60.0919786925	60.2682266	1	0	0	0	0
2024-06-19 21:55:20	34.525219820000004	60.034449242499996	60.2682266	1	0	0	0	0
2024-06-19 21:55:30	34.437969172500004	60.049910104999995	60.2682266	1	0	0	0	0
2024-06-19 21:55:40	34.5561485225	60.200924404999995	60.2682266	1	0	0	0	0
2024-06-19 21:55:50	34.7827248675	60.35414437	60.2682266	1	0	0	0	0
2024-06-19 21:56:00	35.2106099175	60.51146057	60.2682266	1	0	0	0	0
2024-06-19 21:56:10	35.432073682500004	60.578729994999996	60.2682266	1	0	0	0	0
2024-06-19 21:56:20	35.2701836325	60.478769695	60.2682266	1	0	0	0	0
2024-06-19 21:56:30	35.168461855	60.420355725	60.2682266	1	0	0	0	0
2024-06-19 21:56:40	35.178481155	60.439099225	60.2682266	1	0	0	0	0
2024-06-19 21:56:50	35.199083475	60.4537303125	60.2682266	1	0	0	0	0
2024-06-19 21:57:00	35.239339975	60.4607240625	60.2682266	1	0	0	0	0
2024-06-19 21:57:10	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:57:20	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:57:30	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:57:40	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:57:50	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:58:00	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:58:10	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:58:20	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:58:30	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:58:40	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:58:50	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:59:00	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:59:10	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:59:20	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:59:30	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:59:40	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 21:59:50	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 22:00:00	35.180957375000006	60.422229134999995	60.2682266	1	0	0	0	0
2024-06-19 22:00:10	35.352567205	60.563523	60.2682266	1	0	0	0	0
2024-06-19 22:00:20	35.330073505	60.554903	60.2682266	1	0	0	0	0
2024-06-19 22:00:30	35.330268695	60.550547225	60.2682266	1	0	0	0	0
2024-06-19 22:00:40	35.372600395	60.554110725	60.2682266	1	0	0	0	0
2024-06-19 22:00:50	35.311907039999994	60.500750155	60.2682266	1	0	0	0	0
2024-06-19 22:01:00	35.05988144	60.341673455	60.2682266	1	0	0	0	0
2024-06-19 22:01:10	34.844954807499995	60.2150654675	60.2682266	1	0	0	0	0
2024-06-19 22:01:20	34.6989262575	60.1487565175	60.2682266	1	0	0	0	0
2024-06-19 22:01:30	34.598365385	60.1151992025	60.2682266	1	0	0	0	0
2024-06-19 22:01:40	34.582244485000004	60.1424663525	60.2682266	1	0	0	0	0
2024-06-19 22:01:50	34.645367050000004	60.1927015	60.2682266	1	0	0	0	0
