PROCESSDATA	RHT.7050-342_FIC10112 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-06-29 21:54:50	751
tagname	LYCDU.RHT.7050-342_FIC10112.MV	LYCDU.RHT.7050-342_FIC10112.PV	LYCDU.RHT.7050-342_FIC10112.SV	LYCDU.RHT.7050-342_FIC10112.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	开工蜡油自工厂罐区来流量控制_OP	开工蜡油自工厂罐区来流量控制_PV	开工蜡油自工厂罐区来流量控制_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=4.3928235	fsMin=0	fsGridNum=10	fdMax=4.3928235tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-06-29 22:37:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:37:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:37:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:37:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:38:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:38:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:38:20	1.281506	3.503246E-44	0.0007373164	1	0	0	0	0
2024-06-29 22:38:30	1.281506	3.503246E-44	0.0007373164	1	0	0	0	0
2024-06-29 22:38:40	1.281506	3.503246E-44	0.0007373164	1	0	0	0	0
2024-06-29 22:38:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:39:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:39:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:39:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:39:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:39:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:39:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:39:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:40:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:40:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:40:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:40:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:40:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:41:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:41:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:41:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:41:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:41:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:41:50	1.281506	3.503246E-44	0.000714917	1	0	0	0	0
2024-06-29 22:42:00	1.281506	3.503246E-44	0.0007149171	1	0	0	0	0
2024-06-29 22:42:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:42:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:42:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:42:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:42:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:43:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:43:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:43:20	1.281506	3.503246E-44	0.005442529	1	0	0	0	0
2024-06-29 22:43:30	1.281506	3.503246E-44	0.005442529	1	0	0	0	0
2024-06-29 22:43:40	1.281506	3.503246E-44	0.005442529	1	0	0	0	0
2024-06-29 22:43:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:44:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:44:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:44:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:44:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:44:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:44:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:44:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:45:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:45:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:45:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:45:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:45:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:46:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:46:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:46:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:46:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:46:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:46:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:47:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:47:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:47:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:47:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:47:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:47:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:48:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:48:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:48:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:48:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:48:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:48:50	1.281506	3.503246E-44	0	1	0	0	0	0
