PROCESSDATA	2#CDU.7040-311_FIC31102 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-06-27 21:55:00	751
tagname	LYCDU.CDU.7040-311_FIC31102.MV	LYCDU.CDU.7040-311_FIC31102.PV	LYCDU.CDU.7040-311_FIC31102.SV	LYCDU.CDU.7040-311_FIC31102.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	过热蒸汽入C_301线_OP	过热蒸汽入C_301线_PV	过热蒸汽入C_301线_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=1.340597	fsMin=0	fsGridNum=10	fdMax=1.340597tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-06-27 22:47:40	5.729862	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:47:50	5.729862	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:48:00	5.729862	0.3023607	0.3038403	1	0	0	0	0
2024-06-27 22:48:10	5.729862	0.3025393	0.3038403	1	0	0	0	0
2024-06-27 22:48:20	5.729862	0.3023607	0.3038403	1	0	0	0	0
2024-06-27 22:48:30	5.74702	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:48:40	5.74702	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:48:50	5.781337	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:49:00	5.781337	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:49:10	5.781337	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:49:20	5.781337	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 22:49:30	5.781337	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 22:49:40	5.781337	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:49:50	5.781337	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:50:00	5.781337	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:50:10	5.781337	0.3023607	0.3038403	1	0	0	0	0
2024-06-27 22:50:20	5.781337	0.302182	0.3038403	1	0	0	0	0
2024-06-27 22:50:30	5.781337	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 22:50:40	5.781337	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:50:50	5.781337	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:51:00	5.798115	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:51:10	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:51:20	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:51:30	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:51:40	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:51:50	5.831671	0.30245	0.3038403	1	0	0	0	0
2024-06-27 22:52:00	5.831671	0.30245	0.3038403	1	0	0	0	0
2024-06-27 22:52:10	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:52:20	5.831671	0.30245	0.3038403	1	0	0	0	0
2024-06-27 22:52:30	5.831671	0.30245	0.3038403	1	0	0	0	0
2024-06-27 22:52:40	5.831671	0.30245	0.3038403	1	0	0	0	0
2024-06-27 22:52:50	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:53:00	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:53:10	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:53:20	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:53:30	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:53:40	5.831671	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:53:50	5.866008	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:54:00	5.866008	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:54:10	5.883176	0.3024499	0.3038403	1	0	0	0	0
2024-06-27 22:54:20	5.883176	0.3026285	0.3038403	1	0	0	0	0
2024-06-27 22:54:30	5.883176	0.3025393	0.3038403	1	0	0	0	0
2024-06-27 22:54:40	5.883176	0.3025393	0.3038403	1	0	0	0	0
2024-06-27 22:54:50	5.883176	0.3025393	0.3038403	1	0	0	0	0
2024-06-27 22:55:00	5.883176	0.3026285	0.3038403	1	0	0	0	0
2024-06-27 22:55:10	5.883176	0.3026285	0.3038403	1	0	0	0	0
2024-06-27 22:55:20	5.883176	0.3028069	0.3038403	1	0	0	0	0
2024-06-27 22:55:30	5.883176	0.3028069	0.3038403	1	0	0	0	0
2024-06-27 22:55:40	5.883176	0.3028069	0.3038403	1	0	0	0	0
2024-06-27 22:55:50	5.883176	0.3022712	0.3038403	1	0	0	0	0
2024-06-27 22:56:00	5.883176	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 22:56:10	5.883176	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:56:20	5.883176	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:56:30	5.883176	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:56:40	5.883176	0.3025393	0.3038403	1	0	0	0	0
2024-06-27 22:56:50	5.917675	0.3025393	0.3038403	1	0	0	0	0
2024-06-27 22:57:00	5.934925	0.30245	0.3038403	1	0	0	0	0
2024-06-27 22:57:10	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:57:20	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:57:30	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:57:40	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:57:50	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:58:00	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:58:10	5.934925	0.3025393	0.3038403	1	0	0	0	0
2024-06-27 22:58:20	5.934925	0.302182	0.3038403	1	0	0	0	0
2024-06-27 22:58:30	5.934925	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 22:58:40	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:58:50	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:59:00	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:59:10	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:59:20	5.934925	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:59:30	5.985927	0.30245	0.3038403	1	0	0	0	0
2024-06-27 22:59:40	5.985927	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 22:59:50	5.985927	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:00:00	5.985927	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:00:10	5.985927	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:00:20	5.985927	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:00:30	5.985927	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:00:40	5.985927	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:00:50	5.985927	0.30245	0.3038403	1	0	0	0	0
2024-06-27 23:01:00	5.985927	0.30245	0.3038403	1	0	0	0	0
2024-06-27 23:01:10	5.985927	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:01:20	5.985927	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:01:30	5.985927	0.302182	0.3038403	1	0	0	0	0
2024-06-27 23:01:40	5.985927	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:01:50	5.985927	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:02:00	6.023086	0.302182	0.3038403	1	0	0	0	0
2024-06-27 23:02:10	6.041665	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:02:20	6.041665	0.302182	0.3038403	1	0	0	0	0
2024-06-27 23:02:30	6.041665	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:02:40	6.041665	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:02:50	6.041665	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 23:03:00	6.041665	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 23:03:10	6.041665	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 23:03:20	6.041665	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:03:30	6.041665	0.302182	0.3038403	1	0	0	0	0
2024-06-27 23:03:40	6.041665	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:03:50	6.041665	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:04:00	6.041665	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:04:10	6.041665	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:04:20	6.075569	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:04:30	6.09252	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 23:04:40	6.09252	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 23:04:50	6.09252	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:05:00	6.09252	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:05:10	6.09252	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:05:20	6.09252	0.302182	0.3038403	1	0	0	0	0
2024-06-27 23:05:30	6.09252	0.302182	0.3038403	1	0	0	0	0
2024-06-27 23:05:40	6.09252	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:05:50	6.09252	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:06:00	6.09252	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:06:10	6.09252	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:06:20	6.09252	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:06:30	6.110141	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:06:40	6.145383	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:06:50	6.145383	0.3014662	0.3038403	1	0	0	0	0
2024-06-27 23:07:00	6.145383	0.3014662	0.3038403	1	0	0	0	0
2024-06-27 23:07:10	6.145383	0.3013767	0.3038403	1	0	0	0	0
2024-06-27 23:07:20	6.145383	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:07:30	6.145383	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:07:40	6.145383	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:07:50	6.145383	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:08:00	6.145383	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:08:10	6.145383	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:08:20	6.182385	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:08:30	6.200886	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:08:40	6.200886	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:08:50	6.200886	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:09:00	6.200886	0.3011976	0.3038403	1	0	0	0	0
2024-06-27 23:09:10	6.200886	0.3011976	0.3038403	1	0	0	0	0
2024-06-27 23:09:20	6.200886	0.3015559	0.3038403	1	0	0	0	0
2024-06-27 23:09:30	6.200886	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:09:40	6.200886	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:09:50	6.200886	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:10:00	6.200886	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:10:10	6.251981	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:10:20	6.251981	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:10:30	6.251981	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:10:40	6.251981	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:10:50	6.251981	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:11:00	6.251981	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:11:10	6.251981	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:11:20	6.251981	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:11:30	6.251981	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:11:40	6.251981	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:11:50	6.251981	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:12:00	6.251981	0.3015559	0.3038403	1	0	0	0	0
2024-06-27 23:12:10	6.251981	0.3011976	0.3038403	1	0	0	0	0
2024-06-27 23:12:20	6.288963	0.3015559	0.3038403	1	0	0	0	0
2024-06-27 23:12:30	6.307454	0.3015559	0.3038403	1	0	0	0	0
2024-06-27 23:12:40	6.307454	0.3015559	0.3038403	1	0	0	0	0
2024-06-27 23:12:50	6.307454	0.3011976	0.3038403	1	0	0	0	0
2024-06-27 23:13:00	6.307454	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:13:10	6.307454	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:13:20	6.307454	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:13:30	6.307454	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:13:40	6.307454	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:13:50	6.307454	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:14:00	6.307454	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:14:10	6.307454	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:14:20	6.342458	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:14:30	6.359961	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:14:40	6.359961	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:14:50	6.359961	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:15:00	6.359961	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:15:10	6.359961	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:15:20	6.359961	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:15:30	6.359961	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:15:40	6.359961	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:15:50	6.359961	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:16:00	6.359961	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:16:10	6.359961	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:16:20	6.393511	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:16:30	6.393511	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:16:40	6.410286	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:16:50	6.410286	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:17:00	6.410286	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:17:10	6.410286	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:17:20	6.410286	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:17:30	6.410286	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:17:40	6.410286	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:17:50	6.410286	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:18:00	6.410286	0.3020927	0.3038403	1	0	0	0	0
2024-06-27 23:18:10	6.410286	0.3022714	0.3038403	1	0	0	0	0
2024-06-27 23:18:20	6.410286	0.3019138	0.3038403	1	0	0	0	0
2024-06-27 23:18:30	6.427544	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:18:40	6.462061	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:18:50	6.462061	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:19:00	6.462061	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:19:10	6.462061	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:19:20	6.462061	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:19:30	6.462061	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:19:40	6.462061	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:19:50	6.462061	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:20:00	6.462061	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:20:10	6.462061	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:20:20	6.462061	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:20:30	6.462061	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:20:40	6.517488	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:20:50	6.517488	0.3011974	0.3038403	1	0	0	0	0
2024-06-27 23:21:00	6.517488	0.3009286	0.3038403	1	0	0	0	0
2024-06-27 23:21:10	6.517488	0.3009286	0.3038403	1	0	0	0	0
2024-06-27 23:21:20	6.517488	0.3009286	0.3038403	1	0	0	0	0
2024-06-27 23:21:30	6.517488	0.3009286	0.3038403	1	0	0	0	0
2024-06-27 23:21:40	6.517488	0.3009286	0.3038403	1	0	0	0	0
2024-06-27 23:21:50	6.554063	0.3009286	0.3038403	1	0	0	0	0
2024-06-27 23:22:00	6.572351	0.3010182	0.3038403	1	0	0	0	0
2024-06-27 23:22:10	6.572351	0.3011976	0.3038403	1	0	0	0	0
2024-06-27 23:22:20	6.572351	0.3010182	0.3038403	1	0	0	0	0
2024-06-27 23:22:30	6.572351	0.3009286	0.3038403	1	0	0	0	0
2024-06-27 23:22:40	6.572351	0.3009286	0.3038403	1	0	0	0	0
2024-06-27 23:22:50	6.572351	0.3009286	0.3038403	1	0	0	0	0
2024-06-27 23:23:00	6.572351	0.3011079	0.3038403	1	0	0	0	0
2024-06-27 23:23:10	6.572351	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:23:20	6.572351	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:23:30	6.572351	0.3019139	0.3038403	1	0	0	0	0
2024-06-27 23:23:40	6.572351	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:23:50	6.608795	0.3013767	0.3038403	1	0	0	0	0
2024-06-27 23:24:00	6.608795	0.3013767	0.3038403	1	0	0	0	0
2024-06-27 23:24:10	6.627017	0.3013767	0.3038403	1	0	0	0	0
2024-06-27 23:24:20	6.627017	0.3013767	0.3038403	1	0	0	0	0
2024-06-27 23:24:30	6.627017	0.3013767	0.3038403	1	0	0	0	0
2024-06-27 23:24:40	6.627017	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:24:50	6.627017	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:25:00	6.627017	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:25:10	6.627017	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:25:20	6.627017	0.301735	0.3038403	1	0	0	0	0
2024-06-27 23:25:30	6.643902	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:25:40	6.643902	0.3018244	0.3038403	1	0	0	0	0
2024-06-27 23:25:50	6.677671	0.3020033	0.3038403	1	0	0	0	0
2024-06-27 23:26:00	6.677671	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:26:10	6.677671	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:26:20	6.677671	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:26:30	6.677671	0.3058234	0.3038403	1	0	0	0	0
2024-06-27 23:26:40	6.677671	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:26:50	6.677671	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:27:00	6.677671	0.3058234	0.3038403	1	0	0	0	0
2024-06-27 23:27:10	6.677671	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:27:20	6.677671	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:27:30	6.660208	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:27:40	6.625281	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:27:50	6.625281	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:28:00	6.625281	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:28:10	6.625281	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:28:20	6.625281	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:28:30	6.625281	0.3058234	0.3038403	1	0	0	0	0
2024-06-27 23:28:40	6.625281	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:28:50	6.625281	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:29:00	6.625281	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:29:10	6.625281	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:29:20	6.589925	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:29:30	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:29:40	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:29:50	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:30:00	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:30:10	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:30:20	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:30:30	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:30:40	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:30:50	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:31:00	6.572248	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:31:10	6.519996	0.3062646	0.3038403	1	0	0	0	0
2024-06-27 23:31:20	6.519996	0.3062646	0.3038403	1	0	0	0	0
2024-06-27 23:31:30	6.519996	0.3061764	0.3038403	1	0	0	0	0
2024-06-27 23:31:40	6.519996	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:31:50	6.519996	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:32:00	6.519996	0.3060882	0.3038403	1	0	0	0	0
2024-06-27 23:32:10	6.519996	0.3060882	0.3038403	1	0	0	0	0
2024-06-27 23:32:20	6.519996	0.3062646	0.3038403	1	0	0	0	0
2024-06-27 23:32:30	6.519996	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:32:40	6.519996	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:32:50	6.519996	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:33:00	6.502655	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:33:10	6.467974	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:33:20	6.467974	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:33:30	6.467974	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:33:40	6.467974	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:33:50	6.467974	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:34:00	6.467974	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:34:10	6.467974	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:34:20	6.467974	0.3055585	0.3038403	1	0	0	0	0
2024-06-27 23:34:30	6.467974	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:34:40	6.467974	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:34:50	6.467974	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:35:00	6.467974	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:35:10	6.4174	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:35:20	6.4174	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:35:30	6.4174	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:35:40	6.4174	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:35:50	6.4174	0.3052933	0.3038403	1	0	0	0	0
2024-06-27 23:36:00	6.4174	0.3053816	0.3038403	1	0	0	0	0
2024-06-27 23:36:10	6.4174	0.3053816	0.3038403	1	0	0	0	0
2024-06-27 23:36:20	6.4174	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:36:30	6.4174	0.3055585	0.3038403	1	0	0	0	0
2024-06-27 23:36:40	6.4174	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:36:50	6.4174	0.3055585	0.3038403	1	0	0	0	0
2024-06-27 23:37:00	6.4174	0.3056467	0.3038403	1	0	0	0	0
2024-06-27 23:37:10	6.4174	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:37:20	6.4174	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:37:30	6.4174	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:37:40	6.361795	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:37:50	6.361795	0.3058234	0.3038403	1	0	0	0	0
2024-06-27 23:38:00	6.361795	0.3058234	0.3038403	1	0	0	0	0
2024-06-27 23:38:10	6.361795	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:38:20	6.361795	0.3058234	0.3038403	1	0	0	0	0
2024-06-27 23:38:30	6.361795	0.3058234	0.3038403	1	0	0	0	0
2024-06-27 23:38:40	6.361795	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:38:50	6.361795	0.3059117	0.3038403	1	0	0	0	0
2024-06-27 23:39:00	6.361795	0.3059117	0.3038403	1	0	0	0	0
2024-06-27 23:39:10	6.361795	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:39:20	6.361795	0.3059117	0.3038403	1	0	0	0	0
2024-06-27 23:39:30	6.361795	0.3059117	0.3038403	1	0	0	0	0
2024-06-27 23:39:40	6.361795	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:39:50	6.326085	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:40:00	6.326085	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:40:10	6.308229	0.3058234	0.3038403	1	0	0	0	0
2024-06-27 23:40:20	6.308229	0.3056467	0.3038403	1	0	0	0	0
2024-06-27 23:40:30	6.308229	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:40:40	6.308229	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:40:50	6.308229	0.3056468	0.3038403	1	0	0	0	0
2024-06-27 23:41:00	6.308229	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:41:10	6.308229	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:41:20	6.308229	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:41:30	6.308229	0.3059117	0.3038403	1	0	0	0	0
2024-06-27 23:41:40	6.308229	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:41:50	6.271394	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:42:00	6.252976	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:42:10	6.252976	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:42:20	6.252976	0.3055585	0.3038403	1	0	0	0	0
2024-06-27 23:42:30	6.252976	0.3055585	0.3038403	1	0	0	0	0
2024-06-27 23:42:40	6.252976	0.3054701	0.3038403	1	0	0	0	0
2024-06-27 23:42:50	6.252976	0.3056468	0.3038403	1	0	0	0	0
2024-06-27 23:43:00	6.252976	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:43:10	6.252976	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:43:20	6.252976	0.3059117	0.3038403	1	0	0	0	0
2024-06-27 23:43:30	6.252976	0.3059117	0.3038403	1	0	0	0	0
2024-06-27 23:43:40	6.252976	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:43:50	6.218779	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:44:00	6.218779	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:44:10	6.20168	0.3058234	0.3038403	1	0	0	0	0
2024-06-27 23:44:20	6.20168	0.306	0.3038403	1	0	0	0	0
2024-06-27 23:44:30	6.20168	0.3059117	0.3038403	1	0	0	0	0
2024-06-27 23:44:40	6.20168	0.3057352	0.3038403	1	0	0	0	0
2024-06-27 23:44:50	6.20168	0.3059117	0.3038403	1	0	0	0	0
