PROCESSDATA	2411FIC20102 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-10-03 21:55:00	751
tagname	2411FIC20102.MV	2411FIC20102.PV	2411FIC20102.SV	2411FIC20102.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	回炼油返塔_OP	回炼油返塔_PV	回炼油返塔_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=1.4772927839436623	fsMin=0	fsGridNum=10	fdMax=1.4772927839436623tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-10-03 21:55:00	24.15734189722222	102.19220433333334	102	1	0	0	0	0
2024-10-03 21:55:10	24.14796175522388	102.07257420895523	102	1	0	0	0	0
2024-10-03 21:55:20	24.089409088	102.25748	102	1	0	0	0	0
2024-10-03 21:55:30	24.10493242	102.1370237	102	1	0	0	0	0
2024-10-03 21:55:40	24.137956398333333	101.89308693333334	102	1	0	0	0	0
2024-10-03 21:55:50	24.125266529999998	101.7930931	102	1	0	0	0	0
2024-10-03 21:56:00	24.09933624	102.2213646	102	1	0	0	0	0
2024-10-03 21:56:10	24.049116582222222	102.47372826666665	102	1	0	0	0	0
2024-10-03 21:56:20	24.041060053061223	102.39964689795919	102	1	0	0	0	0
2024-10-03 21:56:30	24.053656330985916	102.35444642253522	102	1	0	0	0	0
2024-10-03 21:56:40	24.050094467796608	102.22411508474576	102	1	0	0	0	0
2024-10-03 21:56:50	24.075404076666665	102.05732451666667	102.3916604	1	0	0	0	0
2024-10-03 21:57:00	24.122380142857143	102.08611384285715	102.499992	1	0	0	0	0
2024-10-03 21:57:10	24.071238387341772	102.38432813924051	102.499992	1	0	0	0	0
2024-10-03 21:57:20	24.088089544578313	102.20474851807228	102.499992	1	0	0	0	0
2024-10-03 21:57:30	24.154156903797467	102.04988379746835	102.499992	1	0	0	0	0
2024-10-03 21:57:40	24.1685059862069	102.11839210344827	102.499992	1	0	0	0	0
2024-10-03 21:57:50	24.140028275409836	102.22851516393443	102.499992	1	0	0	0	0
2024-10-03 21:58:00	24.08127399574468	102.61462457446808	102.499992	1	0	0	0	0
2024-10-03 21:58:10	24.1438981825	102.230711975	102.499992	1	0	0	0	0
2024-10-03 21:58:20	24.181154069999998	102.0466994	102.499992	1	0	0	0	0
2024-10-03 21:58:30	24.18953643768116	101.75925389855072	102.499992	1	0	0	0	0
2024-10-03 21:58:40	24.243532430508477	101.79911123728813	102.499992	1	0	0	0	0
2024-10-03 21:58:50	24.21201748	102.00930751666667	102.499992	1	0	0	0	0
2024-10-03 21:59:00	24.2640590225	102.04703757499999	102.499992	1	0	0	0	0
2024-10-03 21:59:10	24.23243887654321	102.09746707407407	102.499992	1	0	0	0	0
2024-10-03 21:59:20	24.24127776779661	102.13744018644067	102.499992	1	0	0	0	0
2024-10-03 21:59:30	24.2668697	102.11175768571428	102.499992	1	0	0	0	0
2024-10-03 21:59:40	24.19368382	102.59600028000001	102.499992	1	0	0	0	0
2024-10-03 21:59:50	24.28012412	102.05008308	102.499992	1	0	0	0	0
2024-10-03 22:00:00	24.273803658536586	102.17916412195123	102.499992	1	0	0	0	0
2024-10-03 22:00:10	24.32745197125	101.9296907375	102.499992	1	0	0	0	0
2024-10-03 22:00:20	24.29113045	102.23322288333333	102.499992	1	0	0	0	0
2024-10-03 22:00:30	24.337302275714286	102.06664405714285	102.499992	1	0	0	0	0
2024-10-03 22:00:40	24.298549	102.43604045	102.499992	1	0	0	0	0
2024-10-03 22:00:50	24.357235342000003	101.97262626	102.499992	1	0	0	0	0
2024-10-03 22:01:00	24.365148813461538	101.98649959615385	102.499992	1	0	0	0	0
2024-10-03 22:01:10	24.366209826470588	102.14344736764706	102.499992	1	0	0	0	0
2024-10-03 22:01:20	24.40318840142857	102.00840497142858	102.499992	1	0	0	0	0
2024-10-03 22:01:30	24.396057716666668	102.14889611111111	102.499992	1	0	0	0	0
2024-10-03 22:01:40	24.39914475423729	102.15553776271186	102.499992	1	0	0	0	0
2024-10-03 22:01:50	24.40984284	102.14427424	102.499992	1	0	0	0	0
2024-10-03 22:02:00	24.385375	102.34448730434784	102.499992	1	0	0	0	0
2024-10-03 22:02:10	24.449089437931033	101.99425251724138	102.499992	1	0	0	0	0
2024-10-03 22:02:20	24.42842028	102.17672061666666	102.499992	1	0	0	0	0
2024-10-03 22:02:30	24.43922810379747	102.01571167088608	102.499992	1	0	0	0	0
2024-10-03 22:02:40	24.454620964	102.13111624000001	102.499992	1	0	0	0	0
2024-10-03 22:02:50	24.487199022580644	102.01871025806452	102.499992	1	0	0	0	0
2024-10-03 22:03:00	24.4993634	102.03054012	102.499992	1	0	0	0	0
2024-10-03 22:03:10	24.488558954285715	102.14706317142857	102.499992	1	0	0	0	0
2024-10-03 22:03:20	24.486693300000002	102.22076087500001	102.499992	1	0	0	0	0
2024-10-03 22:03:30	24.46770806829268	102.46208024390243	102.499992	1	0	0	0	0
2024-10-03 22:03:40	24.527814105882353	102.18808017647059	102.499992	1	0	0	0	0
2024-10-03 22:03:50	24.527035264788733	102.19132795774648	102.499992	1	0	0	0	0
2024-10-03 22:04:00	24.553152704255318	102.03673329787235	102.499992	1	0	0	0	0
2024-10-03 22:04:10	24.542637294915256	102.35807352542373	102.499992	1	0	0	0	0
2024-10-03 22:04:20	24.570138809836067	102.18212357377048	102.499992	1	0	0	0	0
2024-10-03 22:04:30	24.568465112087914	101.99883291208792	102.499992	1	0	0	0	0
2024-10-03 22:04:40	24.6095241875	102.02238204999999	102.499992	1	0	0	0	0
2024-10-03 22:04:50	24.555177916326528	102.07701159183674	102.499992	1	0	0	0	0
2024-10-03 22:05:00	24.636125072	101.97279818	102.499992	1	0	0	0	0
2024-10-03 22:05:10	24.626158314492752	101.99928757971014	102.499992	1	0	0	0	0
2024-10-03 22:05:20	24.646541429577464	101.98954835211268	102.499992	1	0	0	0	0
2024-10-03 22:05:30	24.674596940740738	102.12557125925926	102.499992	1	0	0	0	0
2024-10-03 22:05:40	24.657797135	102.26619194999999	102.499992	1	0	0	0	0
2024-10-03 22:05:50	24.65450998833333	102.16089701666667	102.499992	1	0	0	0	0
2024-10-03 22:06:00	24.677704997560976	102.22397609756098	102.499992	1	0	0	0	0
2024-10-03 22:06:10	24.7123404	102.1333632	102.499992	1	0	0	0	0
2024-10-03 22:06:20	24.746743295	101.93113305	102.499992	1	0	0	0	0
2024-10-03 22:06:30	24.78531116	101.84533625555555	102.499992	1	0	0	0	0
2024-10-03 22:06:40	24.758692686885244	102.02042186885245	102.499992	1	0	0	0	0
2024-10-03 22:06:50	24.807153699999997	101.80002866666668	102.499992	1	0	0	0	0
2024-10-03 22:07:00	24.733501394117646	102.33472717647058	102.499992	1	0	0	0	0
2024-10-03 22:07:10	24.770049378260868	102.17260252173914	102.499992	1	0	0	0	0
2024-10-03 22:07:20	24.810082167796608	102.04096554237289	102.499992	1	0	0	0	0
2024-10-03 22:07:30	24.817384242499998	102.2212658	102.499992	1	0	0	0	0
